product,production_date,carton barcode,not applicable,shit
565841,7/12/2064,-33406099.70,fgh,gdsdth
565841,8/12/2064,-33408280.04,fgh,gdsdth
565841,9/12/2064,-33410460.37,fgh,gdsdth
565841,10/12/2064,-33412640.71,fgh,gdsdth
565841,11/12/2064,-33414821.05,fdgh,gdsdth
565841,12/12/2064,-33417001.38,gdh,gdsdth
565841,13/12/2064,-33419181.72,gdf,gdsdth
565841,14/12/2064,-33421362.05,dsgv,gdsdth
565841,15/12/2064,-33423542.39,n hn,gdsdth
565841,16/12/2064,-33425722.73,fgh,gdsdth
565841,17/12/2064,-33427903.06,fgh,gdsdth
565841,18/12/2064,-33430083.40,fgh,gdsdth
565841,19/12/2064,-33432263.74,fgh,gdsdth
565841,20/12/2064,-33434444.07,fgh,gdsdth
565841,21/12/2064,-33436624.41,fgh,gdsdth
565841,22/12/2064,-33438804.75,fdgh,gdsdth
565841,23/12/2064,-33440985.08,gdh,gdsdth
565841,24/12/2064,-33443165.42,gdf,gdsdth
565841,25/12/2064,-33445345.75,dsgv,gdsdth
565841,26/12/2064,-33447526.09,n hn,gdsdth
565841,27/12/2064,-33449706.43,fgh,gdsdth
565841,28/12/2064,-33451886.76,fgh,gdsdth
565841,29/12/2064,-33454067.10,fgh,gdsdth
565841,30/12/2064,-33456247.44,fgh,gdsdth
565841,31/12/2064,-33458427.77,fgh,gdsdth
565841,1/01/2065,-33460608.11,fgh,gdsdth
565841,2/01/2065,-33462788.45,fdgh,gdsdth
565841,3/01/2065,-33464968.78,gdh,gdsdth
565841,4/01/2065,-33467149.12,gdf,gdsdth
565841,5/01/2065,-33469329.45,dsgv,gdsdth
565841,6/01/2065,-33471509.79,n hn,gdsdth
565841,7/01/2065,-33473690.13,fgh,gdsdth
565841,8/01/2065,-33475870.46,fgh,gdsdth
565841,9/01/2065,-33478050.80,fgh,gdsdth
565841,10/01/2065,-33480231.14,fgh,gdsdth
565841,11/01/2065,-33482411.47,fgh,gdsdth
565841,12/01/2065,-33484591.81,fgh,gdsdth
565841,13/01/2065,-33486772.15,fdgh,gdsdth
565841,14/01/2065,-33488952.48,gdh,gdsdth
565841,15/01/2065,-33491132.82,gdf,gdsdth
565841,16/01/2065,-33493313.15,dsgv,gdsdth
565841,17/01/2065,-33495493.49,n hn,gdsdth
565841,18/01/2065,-33497673.83,fgh,gdsdth
565841,19/01/2065,-33499854.16,fgh,gdsdth
565841,20/01/2065,-33502034.50,fgh,gdsdth
565841,21/01/2065,-33504214.84,fgh,gdsdth
565841,22/01/2065,-33506395.17,fgh,gdsdth
565841,23/01/2065,-33508575.51,fgh,gdsdth
565841,24/01/2065,-33510755.85,fdgh,gdsdth
565841,25/01/2065,-33512936.18,gdh,gdsdth
565841,26/01/2065,-33515116.52,gdf,gdsdth
565841,27/01/2065,-33517296.85,dsgv,gdsdth
565841,28/01/2065,-33519477.19,n hn,gdsdth
565841,29/01/2065,-33521657.53,fgh,gdsdth
565841,30/01/2065,-33523837.86,fgh,gdsdth
565841,31/01/2065,-33526018.20,fgh,gdsdth
565841,1/02/2065,-33528198.54,fgh,gdsdth
565841,2/02/2065,-33530378.87,fgh,gdsdth
565841,3/02/2065,-33532559.21,fgh,gdsdth
565841,4/02/2065,-33534739.55,fdgh,gdsdth
565841,5/02/2065,-33536919.88,gdh,gdsdth
565841,6/02/2065,-33539100.22,gdf,gdsdth
565841,7/02/2065,-33541280.55,dsgv,gdsdth
565841,8/02/2065,-33543460.89,n hn,gdsdth
565841,9/02/2065,-33545641.23,fgh,gdsdth
565841,10/02/2065,-33547821.56,fgh,gdsdth
565841,11/02/2065,-33550001.90,fgh,gdsdth
565841,12/02/2065,-33552182.24,fgh,gdsdth
565841,13/02/2065,-33554362.57,fgh,gdsdth
565841,14/02/2065,-33556542.91,fgh,gdsdth
565841,15/02/2065,-33558723.25,fdgh,gdsdth
565841,16/02/2065,-33560903.58,gdh,gdsdth
565841,17/02/2065,-33563083.92,gdf,gdsdth
565841,18/02/2065,-33565264.25,dsgv,gdsdth
565841,19/02/2065,-33567444.59,n hn,gdsdth
565841,20/02/2065,-33569624.93,fgh,gdsdth
565841,21/02/2065,-33571805.26,fgh,gdsdth
565841,22/02/2065,-33573985.60,fgh,gdsdth
565841,23/02/2065,-33576165.94,fgh,gdsdth
565841,24/02/2065,-33578346.27,fgh,gdsdth
565841,25/02/2065,-33580526.61,fgh,gdsdth
565841,26/02/2065,-33582706.95,fdgh,gdsdth
565841,27/02/2065,-33584887.28,gdh,gdsdth
565841,28/02/2065,-33587067.62,gdf,gdsdth
565841,1/03/2065,-33589247.95,dsgv,gdsdth
565841,2/03/2065,-33591428.29,n hn,gdsdth
565841,3/03/2065,-33593608.63,fgh,gdsdth
565841,4/03/2065,-33595788.96,fgh,gdsdth
565841,5/03/2065,-33597969.30,fgh,gdsdth
565841,6/03/2065,-33600149.64,fgh,gdsdth
565841,7/03/2065,-33602329.97,fgh,gdsdth
565841,8/03/2065,-33604510.31,fgh,gdsdth
565841,9/03/2065,-33606690.65,fdgh,gdsdth
565841,10/03/2065,-33608870.98,gdh,gdsdth
565841,11/03/2065,-33611051.32,gdf,gdsdth
565841,12/03/2065,-33613231.65,dsgv,gdsdth
565841,13/03/2065,-33615411.99,n hn,gdsdth
565841,14/03/2065,-33617592.33,fgh,gdsdth
565841,15/03/2065,-33619772.66,fgh,gdsdth
565841,16/03/2065,-33621953.00,fgh,gdsdth
565841,17/03/2065,-33624133.34,fgh,gdsdth
565841,18/03/2065,-33626313.67,fgh,gdsdth
565841,19/03/2065,-33628494.01,fgh,gdsdth
565841,20/03/2065,-33630674.35,fdgh,gdsdth
565841,21/03/2065,-33632854.68,gdh,gdsdth
565841,22/03/2065,-33635035.02,gdf,gdsdth
565841,23/03/2065,-33637215.35,dsgv,gdsdth
565841,24/03/2065,-33639395.69,n hn,gdsdth
565841,25/03/2065,-33641576.03,fgh,gdsdth
565841,26/03/2065,-33643756.36,fgh,gdsdth
565841,27/03/2065,-33645936.70,fgh,gdsdth
565841,28/03/2065,-33648117.04,fgh,gdsdth
565841,29/03/2065,-33650297.37,fgh,gdsdth
565841,30/03/2065,-33652477.71,fgh,gdsdth
565841,31/03/2065,-33654658.05,fdgh,gdsdth
565841,1/04/2065,-33656838.38,gdh,gdsdth
565841,2/04/2065,-33659018.72,gdf,gdsdth
565841,3/04/2065,-33661199.05,dsgv,gdsdth
565841,4/04/2065,-33663379.39,n hn,gdsdth
565841,5/04/2065,-33665559.73,fgh,gdsdth
565841,6/04/2065,-33667740.06,fgh,gdsdth
565841,7/04/2065,-33669920.40,fgh,gdsdth
565841,8/04/2065,-33672100.74,fgh,gdsdth
565841,9/04/2065,-33674281.07,fgh,gdsdth
565841,10/04/2065,-33676461.41,fgh,gdsdth
565841,11/04/2065,-33678641.75,fdgh,gdsdth
565841,12/04/2065,-33680822.08,gdh,gdsdth
565841,13/04/2065,-33683002.42,gdf,gdsdth
565841,14/04/2065,-33685182.75,dsgv,gdsdth
565841,15/04/2065,-33687363.09,n hn,gdsdth
565841,16/04/2065,-33689543.43,fgh,gdsdth
565841,17/04/2065,-33691723.76,fgh,gdsdth
565841,18/04/2065,-33693904.10,fgh,gdsdth
565841,19/04/2065,-33696084.44,fgh,gdsdth
565841,20/04/2065,-33698264.77,fgh,gdsdth
565841,21/04/2065,-33700445.11,fgh,gdsdth
565841,22/04/2065,-33702625.45,fdgh,gdsdth
565841,23/04/2065,-33704805.78,gdh,gdsdth
565841,24/04/2065,-33706986.12,gdf,gdsdth
565841,25/04/2065,-33709166.45,dsgv,gdsdth
565841,26/04/2065,-33711346.79,n hn,gdsdth
565841,27/04/2065,-33713527.13,fgh,gdsdth
565841,28/04/2065,-33715707.46,fgh,gdsdth
565841,29/04/2065,-33717887.80,fgh,gdsdth
565841,30/04/2065,-33720068.14,fgh,gdsdth
565841,1/05/2065,-33722248.47,fgh,gdsdth
565841,2/05/2065,-33724428.81,fgh,gdsdth
565841,3/05/2065,-33726609.15,fdgh,gdsdth
565841,4/05/2065,-33728789.48,gdh,gdsdth
565841,5/05/2065,-33730969.82,gdf,gdsdth
565841,6/05/2065,-33733150.15,dsgv,gdsdth
565841,7/05/2065,-33735330.49,n hn,gdsdth
565841,8/05/2065,-33737510.83,fgh,gdsdth
565841,9/05/2065,-33739691.16,fgh,gdsdth
565841,10/05/2065,-33741871.50,fgh,gdsdth
565841,11/05/2065,-33744051.84,fgh,gdsdth
565841,12/05/2065,-33746232.17,fgh,gdsdth
565841,13/05/2065,-33748412.51,fgh,gdsdth
565841,14/05/2065,-33750592.85,fdgh,gdsdth
565841,15/05/2065,-33752773.18,gdh,gdsdth
565841,16/05/2065,-33754953.52,gdf,gdsdth
565841,17/05/2065,-33757133.85,dsgv,gdsdth
565841,18/05/2065,-33759314.19,n hn,gdsdth
565841,19/05/2065,-33761494.53,fgh,gdsdth
565841,20/05/2065,-33763674.86,fgh,gdsdth
565841,21/05/2065,-33765855.20,fgh,gdsdth
565841,22/05/2065,-33768035.54,fgh,gdsdth
565841,23/05/2065,-33770215.87,fgh,gdsdth
565841,24/05/2065,-33772396.21,fgh,gdsdth
565841,25/05/2065,-33774576.55,fdgh,gdsdth
565841,26/05/2065,-33776756.88,gdh,gdsdth
565841,27/05/2065,-33778937.22,gdf,gdsdth
565841,28/05/2065,-33781117.55,dsgv,gdsdth
565841,29/05/2065,-33783297.89,n hn,gdsdth
565841,30/05/2065,-33785478.23,fgh,gdsdth
565841,31/05/2065,-33787658.56,fgh,gdsdth
565841,1/06/2065,-33789838.90,fgh,gdsdth
565841,2/06/2065,-33792019.24,fgh,gdsdth
565841,3/06/2065,-33794199.57,fgh,gdsdth
565841,4/06/2065,-33796379.91,fgh,gdsdth
565841,5/06/2065,-33798560.25,fdgh,gdsdth
565841,6/06/2065,-33800740.58,gdh,gdsdth
565841,7/06/2065,-33802920.92,gdf,gdsdth
565841,8/06/2065,-33805101.25,dsgv,gdsdth
565841,9/06/2065,-33807281.59,n hn,gdsdth
565841,10/06/2065,-33809461.93,fgh,gdsdth
565841,11/06/2065,-33811642.26,fgh,gdsdth
565841,12/06/2065,-33813822.60,fgh,gdsdth
565841,13/06/2065,-33816002.94,fgh,gdsdth
565841,14/06/2065,-33818183.27,fgh,gdsdth
565841,15/06/2065,-33820363.61,fgh,gdsdth
565841,16/06/2065,-33822543.95,fdgh,gdsdth
565841,17/06/2065,-33824724.28,gdh,gdsdth
565841,18/06/2065,-33826904.62,gdf,gdsdth
565841,19/06/2065,-33829084.95,dsgv,gdsdth
565841,20/06/2065,-33831265.29,n hn,gdsdth
565841,21/06/2065,-33833445.63,fgh,gdsdth
565841,22/06/2065,-33835625.96,fgh,gdsdth
565841,23/06/2065,-33837806.30,fgh,gdsdth
565841,24/06/2065,-33839986.64,fgh,gdsdth
565841,25/06/2065,-33842166.97,fgh,gdsdth
565841,26/06/2065,-33844347.31,fgh,gdsdth
565841,27/06/2065,-33846527.65,fdgh,gdsdth
565841,28/06/2065,-33848707.98,gdh,gdsdth
565841,29/06/2065,-33850888.32,gdf,gdsdth
565841,30/06/2065,-33853068.65,dsgv,gdsdth
565841,1/07/2065,-33855248.99,n hn,gdsdth
565841,2/07/2065,-33857429.33,fgh,gdsdth
565841,3/07/2065,-33859609.66,fgh,gdsdth
565841,4/07/2065,-33861790.00,fgh,gdsdth
565841,5/07/2065,-33863970.34,fgh,gdsdth
565841,6/07/2065,-33866150.67,fgh,gdsdth
565841,7/07/2065,-33868331.01,fgh,gdsdth
565841,8/07/2065,-33870511.35,fdgh,gdsdth
565841,9/07/2065,-33872691.68,gdh,gdsdth
565841,10/07/2065,-33874872.02,gdf,gdsdth
565841,11/07/2065,-33877052.35,dsgv,gdsdth
565841,12/07/2065,-33879232.69,n hn,gdsdth
565841,13/07/2065,-33881413.03,fgh,gdsdth
565841,14/07/2065,-33883593.36,fgh,gdsdth
565841,15/07/2065,-33885773.70,fgh,gdsdth
565841,16/07/2065,-33887954.04,fgh,gdsdth
565841,17/07/2065,-33890134.37,fgh,gdsdth
565841,18/07/2065,-33892314.71,fgh,gdsdth
565841,19/07/2065,-33894495.05,fdgh,gdsdth
565841,20/07/2065,-33896675.38,gdh,gdsdth
565841,21/07/2065,-33898855.72,gdf,gdsdth
565841,22/07/2065,-33901036.05,dsgv,gdsdth
565841,23/07/2065,-33903216.39,n hn,gdsdth
565841,24/07/2065,-33905396.73,fgh,gdsdth
565841,25/07/2065,-33907577.06,fgh,gdsdth
565841,26/07/2065,-33909757.40,fgh,gdsdth
565841,27/07/2065,-33911937.74,fgh,gdsdth
565841,28/07/2065,-33914118.07,fgh,gdsdth
565841,29/07/2065,-33916298.41,fgh,gdsdth
565841,30/07/2065,-33918478.75,fdgh,gdsdth
565841,31/07/2065,-33920659.08,gdh,gdsdth
565841,1/08/2065,-33922839.42,gdf,gdsdth
565841,2/08/2065,-33925019.75,dsgv,gdsdth
565841,3/08/2065,-33927200.09,n hn,gdsdth
565841,4/08/2065,-33929380.43,fgh,gdsdth
565841,5/08/2065,-33931560.76,fgh,gdsdth
565841,6/08/2065,-33933741.10,fgh,gdsdth
565841,7/08/2065,-33935921.44,fgh,gdsdth
565841,8/08/2065,-33938101.77,fgh,gdsdth
565841,9/08/2065,-33940282.11,fgh,gdsdth
565841,10/08/2065,-33942462.45,fdgh,gdsdth
565841,11/08/2065,-33944642.78,gdh,gdsdth
565841,12/08/2065,-33946823.12,gdf,gdsdth
565841,13/08/2065,-33949003.45,dsgv,gdsdth
565841,14/08/2065,-33951183.79,n hn,gdsdth
565841,15/08/2065,-33953364.13,fgh,gdsdth
565841,16/08/2065,-33955544.46,fgh,gdsdth
565841,17/08/2065,-33957724.80,fgh,gdsdth
565841,18/08/2065,-33959905.14,fgh,gdsdth
565841,19/08/2065,-33962085.47,fgh,gdsdth
565841,20/08/2065,-33964265.81,fgh,gdsdth
565841,21/08/2065,-33966446.15,fdgh,gdsdth
565841,22/08/2065,-33968626.48,gdh,gdsdth
565841,23/08/2065,-33970806.82,gdf,gdsdth
565841,24/08/2065,-33972987.15,dsgv,gdsdth
565841,25/08/2065,-33975167.49,n hn,gdsdth
565841,26/08/2065,-33977347.83,fgh,gdsdth
565841,27/08/2065,-33979528.16,fgh,gdsdth
565841,28/08/2065,-33981708.50,fgh,gdsdth
565841,29/08/2065,-33983888.84,fgh,gdsdth
565841,30/08/2065,-33986069.17,fgh,gdsdth
565841,31/08/2065,-33988249.51,fgh,gdsdth
565841,1/09/2065,-33990429.85,fdgh,gdsdth
565841,2/09/2065,-33992610.18,gdh,gdsdth
565841,3/09/2065,-33994790.52,gdf,gdsdth
565841,4/09/2065,-33996970.85,dsgv,gdsdth
565841,5/09/2065,-33999151.19,n hn,gdsdth
565841,6/09/2065,-34001331.53,fgh,gdsdth
565841,7/09/2065,-34003511.86,fgh,gdsdth
565841,8/09/2065,-34005692.20,fgh,gdsdth
565841,9/09/2065,-34007872.54,fgh,gdsdth
565841,10/09/2065,-34010052.87,fgh,gdsdth
565841,11/09/2065,-34012233.21,fgh,gdsdth
565841,12/09/2065,-34014413.55,fdgh,gdsdth
565841,13/09/2065,-34016593.88,gdh,gdsdth
565841,14/09/2065,-34018774.22,gdf,gdsdth
565841,15/09/2065,-34020954.55,dsgv,gdsdth
565841,16/09/2065,-34023134.89,n hn,gdsdth
565841,17/09/2065,-34025315.23,fgh,gdsdth
565841,18/09/2065,-34027495.56,fgh,gdsdth
565841,19/09/2065,-34029675.90,fgh,gdsdth
565841,20/09/2065,-34031856.24,fgh,gdsdth
565841,21/09/2065,-34034036.57,fgh,gdsdth
565841,22/09/2065,-34036216.91,fgh,gdsdth
565841,23/09/2065,-34038397.25,fdgh,gdsdth
565841,24/09/2065,-34040577.58,gdh,gdsdth
565841,25/09/2065,-34042757.92,gdf,gdsdth
565841,26/09/2065,-34044938.25,dsgv,gdsdth
565841,27/09/2065,-34047118.59,n hn,gdsdth
565841,28/09/2065,-34049298.93,fgh,gdsdth
565841,29/09/2065,-34051479.26,fgh,gdsdth
565841,30/09/2065,-34053659.60,fgh,gdsdth
565841,1/10/2065,-34055839.94,fgh,gdsdth
565841,2/10/2065,-34058020.27,fgh,gdsdth
565841,3/10/2065,-34060200.61,fgh,gdsdth
565841,4/10/2065,-34062380.95,fdgh,gdsdth
565841,5/10/2065,-34064561.28,gdh,gdsdth
565841,6/10/2065,-34066741.62,gdf,gdsdth
565841,7/10/2065,-34068921.95,dsgv,gdsdth
565841,8/10/2065,-34071102.29,n hn,gdsdth
565841,9/10/2065,-34073282.63,fgh,gdsdth
565841,10/10/2065,-34075462.96,fgh,gdsdth
565841,11/10/2065,-34077643.30,fgh,gdsdth
565841,12/10/2065,-34079823.64,fgh,gdsdth
565841,13/10/2065,-34082003.97,fgh,gdsdth
565841,14/10/2065,-34084184.31,fgh,gdsdth
565841,15/10/2065,-34086364.65,fdgh,gdsdth
565841,16/10/2065,-34088544.98,gdh,gdsdth
565841,17/10/2065,-34090725.32,gdf,gdsdth
565841,18/10/2065,-34092905.65,dsgv,gdsdth
565841,19/10/2065,-34095085.99,n hn,gdsdth
565841,20/10/2065,-34097266.33,fgh,gdsdth
565841,21/10/2065,-34099446.66,fgh,gdsdth
565841,22/10/2065,-34101627.00,fgh,gdsdth
565841,23/10/2065,-34103807.34,fgh,gdsdth
565841,24/10/2065,-34105987.67,fgh,gdsdth
565841,25/10/2065,-34108168.01,fgh,gdsdth
565841,26/10/2065,-34110348.35,fdgh,gdsdth
565841,27/10/2065,-34112528.68,gdh,gdsdth
565841,28/10/2065,-34114709.02,gdf,gdsdth
565841,29/10/2065,-34116889.35,dsgv,gdsdth
565841,30/10/2065,-34119069.69,n hn,gdsdth
565841,31/10/2065,-34121250.03,fgh,gdsdth
565841,1/11/2065,-34123430.36,fgh,gdsdth
565841,2/11/2065,-34125610.70,fgh,gdsdth
565841,3/11/2065,-34127791.04,fgh,gdsdth
565841,4/11/2065,-34129971.37,fgh,gdsdth
565841,5/11/2065,-34132151.71,fgh,gdsdth
565841,6/11/2065,-34134332.05,fdgh,gdsdth
565841,7/11/2065,-34136512.38,gdh,gdsdth
565841,8/11/2065,-34138692.72,gdf,gdsdth
565841,9/11/2065,-34140873.05,dsgv,gdsdth
565841,10/11/2065,-34143053.39,n hn,gdsdth
565841,11/11/2065,-34145233.73,fgh,gdsdth
565841,12/11/2065,-34147414.06,fgh,gdsdth
565841,13/11/2065,-34149594.40,fgh,gdsdth
565841,14/11/2065,-34151774.74,fgh,gdsdth
565841,15/11/2065,-34153955.07,fgh,gdsdth
565841,16/11/2065,-34156135.41,fgh,gdsdth
565841,17/11/2065,-34158315.75,fdgh,gdsdth
565841,18/11/2065,-34160496.08,gdh,gdsdth
565841,19/11/2065,-34162676.42,gdf,gdsdth
565841,20/11/2065,-34164856.75,dsgv,gdsdth
565841,21/11/2065,-34167037.09,n hn,gdsdth
565841,22/11/2065,-34169217.43,fgh,gdsdth
565841,23/11/2065,-34171397.76,fgh,gdsdth
565841,24/11/2065,-34173578.10,fgh,gdsdth
565841,25/11/2065,-34175758.44,fgh,gdsdth
565841,26/11/2065,-34177938.77,fgh,gdsdth
565841,27/11/2065,-34180119.11,fgh,gdsdth
565841,28/11/2065,-34182299.45,fdgh,gdsdth
565841,29/11/2065,-34184479.78,gdh,gdsdth
565841,30/11/2065,-34186660.12,gdf,gdsdth
565841,1/12/2065,-34188840.45,dsgv,gdsdth
565841,2/12/2065,-34191020.79,n hn,gdsdth
565841,3/12/2065,-34193201.13,fgh,gdsdth
565841,4/12/2065,-34195381.46,fgh,gdsdth
565841,5/12/2065,-34197561.80,fgh,gdsdth
565841,6/12/2065,-34199742.14,fgh,gdsdth
565841,7/12/2065,-34201922.47,fgh,gdsdth
565841,8/12/2065,-34204102.81,fgh,gdsdth
565841,9/12/2065,-34206283.15,fdgh,gdsdth
565841,10/12/2065,-34208463.48,gdh,gdsdth
565841,11/12/2065,-34210643.82,gdf,gdsdth
565841,12/12/2065,-34212824.15,dsgv,gdsdth
565841,13/12/2065,-34215004.49,n hn,gdsdth
565841,14/12/2065,-34217184.83,fgh,gdsdth
565841,15/12/2065,-34219365.16,fgh,gdsdth
565841,16/12/2065,-34221545.50,fgh,gdsdth
565841,17/12/2065,-34223725.84,fgh,gdsdth
565841,18/12/2065,-34225906.17,fgh,gdsdth
565841,19/12/2065,-34228086.51,fgh,gdsdth
565841,20/12/2065,-34230266.85,fdgh,gdsdth
565841,21/12/2065,-34232447.18,gdh,gdsdth
565841,22/12/2065,-34234627.52,gdf,gdsdth
565841,23/12/2065,-34236807.85,dsgv,gdsdth
565841,24/12/2065,-34238988.19,n hn,gdsdth
565841,25/12/2065,-34241168.53,fgh,gdsdth
565841,26/12/2065,-34243348.86,fgh,gdsdth
565841,27/12/2065,-34245529.20,fgh,gdsdth
565841,28/12/2065,-34247709.54,fgh,gdsdth
565841,29/12/2065,-34249889.87,fgh,gdsdth
565841,30/12/2065,-34252070.21,fgh,gdsdth
565841,31/12/2065,-34254250.55,fdgh,gdsdth
565841,1/01/2066,-34256430.88,gdh,gdsdth
565841,2/01/2066,-34258611.22,gdf,gdsdth
565841,3/01/2066,-34260791.55,dsgv,gdsdth
565841,4/01/2066,-34262971.89,n hn,gdsdth
565841,5/01/2066,-34265152.23,fgh,gdsdth
565841,6/01/2066,-34267332.56,fgh,gdsdth
565841,7/01/2066,-34269512.90,fgh,gdsdth
565841,8/01/2066,-34271693.24,fgh,gdsdth
565841,9/01/2066,-34273873.57,fgh,gdsdth
565841,10/01/2066,-34276053.91,fgh,gdsdth
565841,11/01/2066,-34278234.25,fdgh,gdsdth
565841,12/01/2066,-34280414.58,gdh,gdsdth
565841,13/01/2066,-34282594.92,gdf,gdsdth
565841,14/01/2066,-34284775.25,dsgv,gdsdth
565841,15/01/2066,-34286955.59,n hn,gdsdth
565841,16/01/2066,-34289135.93,fgh,gdsdth
565841,17/01/2066,-34291316.26,fgh,gdsdth
565841,18/01/2066,-34293496.60,fgh,gdsdth
565841,19/01/2066,-34295676.94,fgh,gdsdth
565841,20/01/2066,-34297857.27,fgh,gdsdth
565841,21/01/2066,-34300037.61,fgh,gdsdth
565841,22/01/2066,-34302217.95,fdgh,gdsdth
565841,23/01/2066,-34304398.28,gdh,gdsdth
565841,24/01/2066,-34306578.62,gdf,gdsdth
565841,25/01/2066,-34308758.95,dsgv,gdsdth
565841,26/01/2066,-34310939.29,n hn,gdsdth
565841,27/01/2066,-34313119.63,fgh,gdsdth
565841,28/01/2066,-34315299.96,fgh,gdsdth
565841,29/01/2066,-34317480.30,fgh,gdsdth
565841,30/01/2066,-34319660.64,fgh,gdsdth
565841,31/01/2066,-34321840.97,fgh,gdsdth
565841,1/02/2066,-34324021.31,fgh,gdsdth
565841,2/02/2066,-34326201.65,fdgh,gdsdth
565841,3/02/2066,-34328381.98,gdh,gdsdth
565841,4/02/2066,-34330562.32,gdf,gdsdth
565841,5/02/2066,-34332742.65,dsgv,gdsdth
565841,6/02/2066,-34334922.99,n hn,gdsdth
565841,7/02/2066,-34337103.33,fgh,gdsdth
565841,8/02/2066,-34339283.66,fgh,gdsdth
565841,9/02/2066,-34341464.00,fgh,gdsdth
565841,10/02/2066,-34343644.34,fgh,gdsdth
565841,11/02/2066,-34345824.67,fgh,gdsdth
565841,12/02/2066,-34348005.01,fgh,gdsdth
565841,13/02/2066,-34350185.35,fdgh,gdsdth
565841,14/02/2066,-34352365.68,gdh,gdsdth
565841,15/02/2066,-34354546.02,gdf,gdsdth
565841,16/02/2066,-34356726.35,dsgv,gdsdth
565841,17/02/2066,-34358906.69,n hn,gdsdth
565841,18/02/2066,-34361087.03,fgh,gdsdth
565841,19/02/2066,-34363267.36,fgh,gdsdth
565841,20/02/2066,-34365447.70,fgh,gdsdth
565841,21/02/2066,-34367628.04,fgh,gdsdth
565841,22/02/2066,-34369808.37,fgh,gdsdth
565841,23/02/2066,-34371988.71,fgh,gdsdth
565841,24/02/2066,-34374169.05,fdgh,gdsdth
565841,25/02/2066,-34376349.38,gdh,gdsdth
565841,26/02/2066,-34378529.72,gdf,gdsdth
565841,27/02/2066,-34380710.05,dsgv,gdsdth
565841,28/02/2066,-34382890.39,n hn,gdsdth
565841,1/03/2066,-34385070.73,fgh,gdsdth
565841,2/03/2066,-34387251.06,fgh,gdsdth
565841,3/03/2066,-34389431.40,fgh,gdsdth
565841,4/03/2066,-34391611.74,fgh,gdsdth
565841,5/03/2066,-34393792.07,fgh,gdsdth
565841,6/03/2066,-34395972.41,fgh,gdsdth
565841,7/03/2066,-34398152.75,fdgh,gdsdth
565841,8/03/2066,-34400333.08,gdh,gdsdth
565841,9/03/2066,-34402513.42,gdf,gdsdth
565841,10/03/2066,-34404693.75,dsgv,gdsdth
565841,11/03/2066,-34406874.09,n hn,gdsdth
565841,12/03/2066,-34409054.43,fgh,gdsdth
565841,13/03/2066,-34411234.76,fgh,gdsdth
565841,14/03/2066,-34413415.10,fgh,gdsdth
565841,15/03/2066,-34415595.44,fgh,gdsdth
565841,16/03/2066,-34417775.77,fgh,gdsdth
565841,17/03/2066,-34419956.11,fgh,gdsdth
565841,18/03/2066,-34422136.45,fdgh,gdsdth
565841,19/03/2066,-34424316.78,gdh,gdsdth
565841,20/03/2066,-34426497.12,gdf,gdsdth
565841,21/03/2066,-34428677.45,dsgv,gdsdth
565841,22/03/2066,-34430857.79,n hn,gdsdth
565841,23/03/2066,-34433038.13,fgh,gdsdth
565841,24/03/2066,-34435218.46,fgh,gdsdth
565841,25/03/2066,-34437398.80,fgh,gdsdth
565841,26/03/2066,-34439579.14,fgh,gdsdth
565841,27/03/2066,-34441759.47,fgh,gdsdth
565841,28/03/2066,-34443939.81,fgh,gdsdth
565841,29/03/2066,-34446120.15,fdgh,gdsdth
565841,30/03/2066,-34448300.48,gdh,gdsdth
565841,31/03/2066,-34450480.82,gdf,gdsdth
565841,1/04/2066,-34452661.15,dsgv,gdsdth
565841,2/04/2066,-34454841.49,n hn,gdsdth
565841,3/04/2066,-34457021.83,fgh,gdsdth
565841,4/04/2066,-34459202.16,fgh,gdsdth
565841,5/04/2066,-34461382.50,fgh,gdsdth
565841,6/04/2066,-34463562.84,fgh,gdsdth
565841,7/04/2066,-34465743.17,fgh,gdsdth
565841,8/04/2066,-34467923.51,fgh,gdsdth
565841,9/04/2066,-34470103.85,fdgh,gdsdth
565841,10/04/2066,-34472284.18,gdh,gdsdth
565841,11/04/2066,-34474464.52,gdf,gdsdth
565841,12/04/2066,-34476644.85,dsgv,gdsdth
565841,13/04/2066,-34478825.19,n hn,gdsdth
565841,14/04/2066,-34481005.53,fgh,gdsdth
565841,15/04/2066,-34483185.86,fgh,gdsdth
565841,16/04/2066,-34485366.20,fgh,gdsdth
565841,17/04/2066,-34487546.54,fgh,gdsdth
565841,18/04/2066,-34489726.87,fgh,gdsdth
565841,19/04/2066,-34491907.21,fgh,gdsdth
565841,20/04/2066,-34494087.55,fdgh,gdsdth
565841,21/04/2066,-34496267.88,gdh,gdsdth
565841,22/04/2066,-34498448.22,gdf,gdsdth
565841,23/04/2066,-34500628.55,dsgv,gdsdth
565841,24/04/2066,-34502808.89,n hn,gdsdth
565841,25/04/2066,-34504989.23,fgh,gdsdth
565841,26/04/2066,-34507169.56,fgh,gdsdth
565841,27/04/2066,-34509349.90,fgh,gdsdth
565841,28/04/2066,-34511530.24,fgh,gdsdth
565841,29/04/2066,-34513710.57,fgh,gdsdth
565841,30/04/2066,-34515890.91,fgh,gdsdth
565841,1/05/2066,-34518071.25,fdgh,gdsdth
565841,2/05/2066,-34520251.58,gdh,gdsdth
565841,3/05/2066,-34522431.92,gdf,gdsdth
565841,4/05/2066,-34524612.25,dsgv,gdsdth
